"","PROBEID","ACCNUM","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"210614_at","210614_at","U21938","TTPA","7274","alpha tocopherol transfer protein",1.05606014065347,5.85462253422839,2.38601980406004,0.0573344634526064,0.866461403973451,-4.44580036553554
"220133_at","220133_at","NM_017855","ODAM","54959","odontogenic, ameloblast associated",0.883303362039206,5.68023648588868,2.38566632615717,0.0573611297353085,0.866461403973451,-4.44583326537267
"208126_s_at","208126_s_at","NM_000772","CYP2C18","1562","cytochrome P450 family 2 subfamily C member 18",1.02550900187541,6.02953505003811,2.38511595098324,0.0574026760638204,0.866461403973451,-4.44588450057439
"216205_s_at","216205_s_at","AK021947","MFN2","9927","mitofusin 2",1.04596664516456,6.72325286669204,2.3849565658581,0.0574147135677077,0.866461403973451,-4.44589934005664
"215751_at","215751_at","AK021576","RBM26","64062","RNA binding motif protein 26",1.00345130513773,3.87190519810448,2.38459172823107,0.057442277867407,0.866461403973451,-4.44593331164762
"206837_at","206837_at","NM_006982","ALX1","8092","ALX homeobox 1",1.11298195647554,4.49570724418093,2.38415694515879,0.0574751450152871,0.866461403973451,-4.44597380259922
"211529_x_at","211529_x_at","M90684","HLA-G","3135","major histocompatibility complex, class I, G",-1.35919617359084,7.08220382636686,-2.38329747630155,0.057540174652727,0.866461403973451,-4.44605386475976
"203601_s_at","203601_s_at","AW574837","ZBTB17","7709","zinc finger and BTB domain containing 17",1.40533412837201,4.44008226407974,2.38179099157559,0.0576543473242784,0.866461403973451,-4.44619426446324
"218388_at","218388_at","NM_012088","PGLS","25796","6-phosphogluconolactonase",-1.33591304432932,5.46748777601083,-2.38117668741667,0.057700972748619,0.866461403973451,-4.44625153983895
"210622_x_at","210622_x_at","AF153430","CDK10","8558","cyclin dependent kinase 10",-0.86390504071553,5.30846602121585,-2.37985308164559,0.0578015696637935,0.866461403973451,-4.44637499530196
"209736_at","209736_at","AF116571","SOX13","9580","SRY-box transcription factor 13",-0.94168968689544,5.89156185362576,-2.37928753774816,0.0578446088591508,0.866461403973451,-4.44642776454603
"206384_at","206384_at","NM_006539","CACNG3","10368","calcium voltage-gated channel auxiliary subunit gamma 3",1.14327297708546,4.53651691387038,2.37815267086976,0.0579310772762107,0.866461403973451,-4.44653369138899
"203649_s_at","203649_s_at","NM_000300","PLA2G2A","5320","phospholipase A2 group IIA",1.33818444550495,5.1364165647284,2.37753041553014,0.057978546604512,0.866461403973451,-4.44659179205655
"221859_at","221859_at","AW089736","SYT13","57586","synaptotagmin 13",1.70350569185301,6.78579750667993,2.37604670350488,0.0580918992430793,0.866461403973451,-4.4467303857473
"207711_at","207711_at","NM_015377","SOGA1","140710","suppressor of glucose, autophagy associated 1",0.931708150795891,5.36172511447053,2.37366556605604,0.0582743041594461,0.866461403973451,-4.4469529784346
"218257_s_at","218257_s_at","NM_020120","UGGT1","56886","UDP-glucose glycoprotein glucosyltransferase 1",0.857594858641658,5.42588203262373,2.37309352856833,0.0583182148573755,0.866461403973451,-4.44700648472579
"207566_at","207566_at","NM_001531","MR1","3140","major histocompatibility complex, class I-related",1.03877785224352,4.71111401556769,2.37262084613649,0.0583545253011845,0.866461403973451,-4.44705070685069
"205201_at","205201_at","NM_000168","GLI3","2737","GLI family zinc finger 3",-1.27650720444831,6.55036959916921,-2.37254103220877,0.0583606587962418,0.866461403973451,-4.44705817471304
"206755_at","206755_at","NM_000767","CYP2B6","1555","cytochrome P450 family 2 subfamily B member 6",1.49518020394321,5.35058280810284,2.37240928050122,0.0583707850692715,0.866461403973451,-4.44707050269671
"219306_at","219306_at","NM_020242","KIF15","56992","kinesin family member 15",1.07556717054253,6.08749829049485,2.37193522204021,0.0584072360045958,0.866461403973451,-4.44711486557816
"34726_at","34726_at","U07139","CACNB3","784","calcium voltage-gated channel auxiliary subunit beta 3",1.28267664298086,4.92504241995393,2.36922054031291,0.0586164357832416,0.866461403973451,-4.44736906852816
"203016_s_at","203016_s_at","AK001710","SSX2IP","117178","SSX family member 2 interacting protein",0.985686964159248,6.69260133837123,2.36887412998664,0.0586431879837682,0.866461403973451,-4.44740152603591
"209764_at","209764_at","AL022312","MGAT3","4248","beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",-0.95201242938033,3.80883574962134,-2.36824765892089,0.0586916012310571,0.866461403973451,-4.44746023559232
"209999_x_at","209999_x_at","AI056051","SOCS1","8651","suppressor of cytokine signaling 1",1.22996517744357,3.67986385740145,2.36812026984508,0.0587014509440098,0.866461403973451,-4.44747217560016
"213968_at","213968_at","AA748177","","",NA,0.855802736113298,5.94064957650161,2.36750641717783,0.0587489385123744,0.866461403973451,-4.44752971961011
"203691_at","203691_at","NM_002638","PI3","5266","peptidase inhibitor 3",0.903776298372587,3.31801828501577,2.3674284239329,0.0587549749705085,0.866461403973451,-4.44753703188097
"220722_s_at","220722_s_at","NM_021815","SLC5A7","60482","solute carrier family 5 member 7",1.06173744698405,4.21003125878857,2.36686596718809,0.0587985269818668,0.866461403973451,-4.44758977178069
"202611_s_at","202611_s_at","AI971089","MED14","9282","mediator complex subunit 14",-1.18683268650074,6.17407630816436,-2.36615504697388,0.0588536236615033,0.866461403973451,-4.44765644940915
"208896_at","208896_at","X98743","DDX18","8886","DEAD-box helicase 18",-1.05810871278575,5.17103469515224,-2.36525767824187,0.0589232482049037,0.866461403973451,-4.44774064085645
"220707_s_at","220707_s_at","NM_024955","FOXRED2","80020","FAD dependent oxidoreductase domain containing 2",0.857763077659628,4.7859077871609,2.36489790487339,0.0589511865688912,0.866461403973451,-4.44777440328678
"201301_s_at","201301_s_at","BC000182","ANXA4","307","annexin A4",-1.21081433408463,6.07939506681233,-2.36450303435286,0.0589818665518219,0.866461403973451,-4.44781146487303
"213114_at","213114_at","AI818736","","",NA,1.01916142385121,5.34836485015256,2.36401936119598,0.0590194691918789,0.866461403973451,-4.44785686911931
"202437_s_at","202437_s_at","NM_000104","CYP1B1","1545","cytochrome P450 family 1 subfamily B member 1",0.938730683394774,5.748324930908,2.36271055580549,0.0591213480546636,0.866461403973451,-4.44797977507486
"205719_s_at","205719_s_at","NM_000277","LOC101929036 /// PAH","5053 /// 101929036",NA,1.10837241057741,4.52582609263732,2.36231888520469,0.0591518722828527,0.866461403973451,-4.44801656799541
"214884_at","214884_at","AL033403","MCF2","4168","MCF.2 cell line derived transforming sequence",1.02971049853585,4.66813875171185,2.36167615930621,0.0592019982370838,0.866461403973451,-4.44807695695214
"206649_s_at","206649_s_at","NM_006521","TFE3","7030","transcription factor binding to IGHM enhancer 3",0.968242015331599,5.93266975201764,2.36104604980924,0.059251183860842,0.866461403973451,-4.44813617533535
"213706_at","213706_at","AI368018","GPD1","2819","glycerol-3-phosphate dehydrogenase 1",-1.13258665502482,9.52543234346565,-2.3610272215489,0.0592526542381151,0.866461403973451,-4.44813794506192
"207706_at","207706_at","NM_007123","USH2A","7399","usherin",1.73919450560824,4.78522214641355,2.36050716821264,0.0592932826278742,0.866461403973451,-4.44818683166991
"209937_at","209937_at","BC001386","TM4SF4","7104","transmembrane 4 L six family member 4",0.833346874375074,4.82797929675687,2.3592657503607,0.0593903857013337,0.866461403973451,-4.44830356919022
"214750_at","214750_at","L13197","PLAC4","191585","placenta enriched 4",1.0604807305762,5.0113346452909,2.35898026283572,0.0594127401667819,0.866461403973451,-4.44833042325217
"220283_at","220283_at","NM_024746","HHIPL2","79802","HHIP like 2",0.99456614426136,7.092668928393,2.35870027429649,0.059434672689385,0.866461403973451,-4.4483567629856
"208544_at","208544_at","NM_000682","ADRA2B","151","adrenoceptor alpha 2B",1.17431452041646,5.31585965621828,2.35858180721227,0.0594439552254649,0.866461403973451,-4.4483679085696
"219005_at","219005_at","NM_012109","TMEM59L","25789","transmembrane protein 59 like",1.03133283121335,5.37372845070856,2.35824746767054,0.0594701608046883,0.866461403973451,-4.44839936659915
"210931_at","210931_at","AF293342","RNF6","6049","ring finger protein 6",1.25203761993483,4.20626767965868,2.35810275988624,0.059481506808502,0.866461403973451,-4.44841298344578
"221339_at","221339_at","NM_013941","OR10C1","442194","olfactory receptor family 10 subfamily C member 1",0.972206464442674,6.64124836994193,2.35754209675143,0.059525487957158,0.866461403973451,-4.44846574855425
"204743_at","204743_at","NM_013259","TAGLN3","29114","transgelin 3",1.02354564531232,7.11202556252054,2.35721626860567,0.0595510633026216,0.866461403973451,-4.44849641822069
"209423_s_at","209423_s_at","AY027523","PHF20","51230","PHD finger protein 20",0.978702436647596,7.0788341220777,2.35643059695412,0.0596127811085226,0.866461403973451,-4.44857038834197
"221538_s_at","221538_s_at","AL136663","PLXNA1","5361","plexin A1",-1.87868666160864,4.43437719380824,-2.35640965244004,0.0596144273132147,0.866461403973451,-4.44857236055722
"205080_at","205080_at","NM_000965","RARB","5915","retinoic acid receptor beta",0.831642193711278,6.67366691584383,2.35605642972202,0.0596421972853304,0.866461403973451,-4.44860562379715
"221164_x_at","221164_x_at","NM_012126","CHST5","23563","carbohydrate sulfotransferase 5",0.956616425929976,7.02460284813858,2.35557624876938,0.0596799705072117,0.866461403973451,-4.44865085018335
"219953_s_at","219953_s_at","NM_020642","AKIP1","56672","A-kinase interacting protein 1",-1.48596271231311,4.46233097646318,-2.35503440321301,0.059722624923079,0.866461403973451,-4.44870189475573
"215727_x_at","215727_x_at","AF064839","ARMCX6","54470","armadillo repeat containing X-linked 6",0.900488214752858,5.96399591866478,2.35492954778181,0.0597308829285719,0.866461403973451,-4.44871177391721
"205776_at","205776_at","NM_001461","FMO5","2330","flavin containing dimethylaniline monoxygenase 5",1.46172855486226,5.3776543412566,2.35468814790737,0.0597498992318003,0.866461403973451,-4.44873451942784
"213745_at","213745_at","AW151108","ATRNL1","26033","attractin like 1",1.81583891631183,4.72358627792081,2.35418694333608,0.0597894021226802,0.866461403973451,-4.44878175149237
"220210_at","220210_at","NM_020402","CHRNA10","57053","cholinergic receptor nicotinic alpha 10 subunit",0.946542939985745,5.78791678181885,2.35402788483757,0.0598019442323893,0.866461403973451,-4.44879674264464
"208292_at","208292_at","NM_014482","BMP10","27302","bone morphogenetic protein 10",1.22839612998528,6.08090061878862,2.35335915592017,0.059854705402147,0.866461403973451,-4.44885978010753
"218710_at","218710_at","NM_017735","TTC27","55622","tetratricopeptide repeat domain 27",-1.41502421350629,6.3548464961092,-2.35239868501869,0.0599305704466565,0.866461403973451,-4.44895034742746
"209163_at","209163_at","AL514271","CYB561","1534","cytochrome b561",-1.04687257093805,5.5969927460554,-2.35153147493148,0.0599991563838328,0.866461403973451,-4.449032150033
"205630_at","205630_at","NM_000756","CRH","1392","corticotropin releasing hormone",1.43540791249075,5.14597139116762,2.35133804185203,0.0600144659380128,0.866461403973451,-4.44905040007116
"219755_at","219755_at","NM_020649","CBX8","57332","chromobox 8",1.15128506796123,3.86810905120837,2.35085209968761,0.0600529447843007,0.866461403973451,-4.44909625387697
"217951_s_at","217951_s_at","AW189430","PHF3","23469","PHD finger protein 3",0.894662855238015,6.23264165881544,2.35071873383552,0.0600635097858449,0.866461403973451,-4.44910883988788
"219145_at","219145_at","NM_024679","LPHN1","22859",NA,1.11956173792112,4.54021798823395,2.34955556375374,0.0601557373340237,0.866461403973451,-4.44921863851076
"207398_at","207398_at","NM_000523","HOXD13","3239","homeobox D13",1.37493197763898,4.07361781041317,2.34949473665726,0.0601605644195432,0.866461403973451,-4.44922438172172
"221113_s_at","221113_s_at","NM_016087","WNT16","51384","Wnt family member 16",1.38693143221107,5.67842816651114,2.34901730943921,0.0601984660613334,0.866461403973451,-4.44926946449117
"204198_s_at","204198_s_at","AA541630","RUNX3","864","RUNX family transcription factor 3",-1.12686568303388,4.21468438723517,-2.34901050293452,0.0601990065935319,0.866461403973451,-4.44927010728056
"210603_at","210603_at","BC004552","NAA11","84779","N-alpha-acetyltransferase 11, NatA catalytic subunit",0.963274649510365,6.90217099480197,2.34846849530887,0.0602420660911575,0.866461403973451,-4.44932129862774
"216361_s_at","216361_s_at","AJ251844","KAT6A","7994","lysine acetyltransferase 6A",1.4931858575403,2.69330071190601,2.34797575203035,0.0602812400529196,0.866461403973451,-4.44936784649019
"217696_at","217696_at","AA767713","FUT7","2529","fucosyltransferase 7",1.00965759170821,6.01957952226515,2.34778016275893,0.060296797207634,0.866461403973451,-4.44938632566201
"201747_s_at","201747_s_at","AI769566","SAFB","6294","scaffold attachment factor B",1.17307357357689,3.24261014967449,2.34750842343266,0.0603184183731104,0.866461403973451,-4.44941200179641
"209478_at","209478_at","U95006","STRA13","201254",NA,1.5593695276424,6.44451899408644,2.34606589175519,0.0604333318473717,0.867424225898012,-4.44954834955027
"209823_x_at","209823_x_at","M17955","HLA-DQB1 /// LOC101060835","3119 /// 101060835",NA,-1.01191832452888,3.17709653445652,-2.34522092543228,0.0605007500833146,0.867704344425305,-4.44962825125871
"217035_at","217035_at","X95660","SKAP2","8935","src kinase associated phosphoprotein 2",-1.21804542002942,5.95801534134266,-2.34303649371976,0.0606754101446113,0.869520869746431,-4.44983493767252
"209995_s_at","209995_s_at","BC003574","TCL1A","8115","TCL1 family AKT coactivator A",1.0335601001722,5.84696243086812,2.34127021871975,0.0608170251531826,0.870330556052375,-4.45000218776957
"217539_at","217539_at","W28849","C18orf25","147339","chromosome 18 open reading frame 25",2.01566675541756,3.11393223662928,2.34104506927429,0.0608351020774213,0.870330556052375,-4.45002351563904
"221755_at","221755_at","BG334196","EHBP1L1","254102","EH domain binding protein 1 like 1",-2.49542664924314,5.48543702284084,-2.3376109645151,0.0611115257634747,0.870330556052375,-4.45034905205827
"210020_x_at","210020_x_at","M58026","CALML3","810","calmodulin like 3",1.00140414365489,6.35907483499628,2.337463320832,0.0611234398390096,0.870330556052375,-4.45036305771731
"217625_x_at","217625_x_at","AA102667","LINC00963","100506190","long intergenic non-protein coding RNA 963",1.31582595684559,3.94115842846904,2.33735877749376,0.0611318774243293,0.870330556052375,-4.45037297531165
"204325_s_at","204325_s_at","NM_000267","LOC101930150 /// NF1","4763 /// 101930150",NA,1.66924604748031,5.69690874067195,2.3357599468785,0.0612610707141261,0.870330556052375,-4.45052469999652
"205275_at","205275_at","BE866976","GTPBP1","9567","GTP binding protein 1",0.830277769801918,3.77632893827132,2.33573739391309,0.0612628951636166,0.870330556052375,-4.45052684088614
"211768_at","211768_at","BC006080","LAT2","7462","linker for activation of T cells family member 2",0.912766605509288,6.70646706714786,2.33528610184333,0.0612994150424757,0.870330556052375,-4.45056968471783
"206873_at","206873_at","NM_001215","CA6","765","carbonic anhydrase 6",-0.935283270909849,6.24266926650466,-2.33504070973253,0.0613192825367646,0.870330556052375,-4.45059298439854
"215591_at","215591_at","AK025127","SATB2","23314","SATB homeobox 2",-1.65397347352366,3.15578208416723,-2.33345568246628,0.0614477737327647,0.870330556052375,-4.45074353429766
"215168_at","215168_at","AK023063","TIMM17A","10440","translocase of inner mitochondrial membrane 17A",1.20801016498547,3.92372014564794,2.33267071878438,0.0615115124761347,0.870330556052375,-4.45081812643496
